step,agent_id,x,y,elevation
4,4,60.1029,32.811,2007
4,5,60.0256,32.7645,2007
4,6,60.4712,43.5548,922
4,7,60.1975,89.7878,1189
4,8,59.7445,89.4402,1192
4,9,59.6919,100.488,1703
4,10,59.5398,111.031,1827
4,11,59.0995,110.671,1634
4,12,59.4498,121.838,1828
4,13,60.2746,121.244,1870
4,14,60.3697,6.45507,240
4,15,59.8592,6.50952,297
4,16,60.0069,17.4001,652
4,17,59.7731,16.8593,489
4,18,59.1882,27.8898,1430
4,19,59.3461,27.7965,1430
4,20,59.5195,38.5783,1614
4,21,60.0977,38.5304,1641
4,22,59.5726,49.3557,1589
4,23,59.2967,49.2898,1589
4,24,59.4375,59.6962,936
4,25,59.5217,60.012,688
4,26,59.5789,70.5611,839
4,27,60.4043,70.7814,837
4,28,59.3513,81.3535,1080
4,29,60.7568,81.1725,993
4,30,59.6753,91.8465,1329
4,31,59.4244,91.6862,1329
4,32,60.6052,102.271,1567
4,33,60.3746,102.876,1567
4,34,60.3647,113.608,1673
4,35,59.4971,113.338,1657
4,36,60.0317,124.5,1806
4,37,59.7385,124.43,1758
4,38,60.014,43.8993,922
4,39,59.8692,44.1726,954
4,40,59.6129,54.9185,1468
4,41,60.5194,54.5917,1545
4,42,59.3475,65.4291,300
4,43,59.5394,65.5968,300
4,44,59.8118,64.9375,517
4,45,58.7715,75.9239,969
4,46,60.3291,75.9794,1074
4,47,58.8488,86.948,1389
4,48,59.8103,87.1957,1257
4,49,59.0967,97.5571,1721
4,50,59.6165,97.3754,1721
4,51,59.5104,108.471,1516
4,52,59.5772,108.456,1516
4,53,60.1682,119.352,1441
4,54,59.9376,119.013,1445
4,55,60.0155,3.78399,517
4,56,60.1157,4.26533,448
4,57,59.5054,14.239,310
4,58,59.7665,14.7891,310
4,59,58.9367,24.8764,1269
4,60,59.8398,25.1021,1356
4,61,59.8129,35.9428,1724
4,62,59.3861,36.2484,1702
4,63,59.9064,35.8338,1724
4,64,60.4925,46.6325,1280
4,65,59.7615,46.82,1259
4,66,59.847,57.4823,1177
4,67,60.322,57.1006,1225
4,68,58.7632,68.2968,544
4,69,59.4647,67.7654,494
4,70,59.826,78.6434,897
4,71,59.9453,79.0538,916
4,72,59.6107,110.004,1634
4,73,60.2251,110.043,1629
4,74,60.2894,120.604,1641
4,75,59.6741,121.019,1828
4,76,60.5588,5.15597,371
4,77,61.2653,5.54817,328
4,78,60.9122,15.9458,452
4,79,60.2991,16.4513,570
4,80,60.7004,26.7093,1454
4,81,60.711,27.0504,1521
4,82,60.9723,37.3811,1780
4,83,61.6126,37.4638,1817
4,84,59.8716,37.9039,1677
4,85,61.1444,48.2753,1525
4,86,60.7562,48.215,1495
4,87,59.9293,59.2067,936
4,88,60.0497,58.8674,1077
4,89,60.0735,69.6788,739
4,90,61.0388,69.8962,782
4,91,61.1079,80.5292,947
4,92,60.2973,91.0453,1362
4,93,60.4417,91.2269,1362
4,94,60.7367,102.225,1567
4,95,60.0704,112.862,1834
4,96,60.488,112.745,1834
4,97,60.3122,123.038,1760
4,98,60.1888,8.10977,145
4,99,60.1774,8.40949,145
5,0,61.2668,115.527,1696
5,1,61.1197,11.6616,152
5,2,61.508,11.0445,152
5,3,61.2449,21.983,939
5,4,61.1803,32.7787,2025
5,5,60.911,32.7625,2007
5,6,61.4734,43.572,956
5,7,61.304,89.8182,1258
5,8,60.6591,89.4391,1189
5,9,60.6581,100.526,1644
5,10,60.3537,111.069,1789
5,11,59.9718,110.58,1634
5,12,60.4503,121.892,1870
5,13,61.3534,121.105,1873
5,14,61.5794,6.52288,241
5,15,60.7974,6.54574,240
5,16,61.0945,17.5129,727
5,17,60.8567,16.8049,570
5,18,60.0372,27.9661,1521
5,19,60.2622,27.8477,1521
5,20,60.4299,38.6318,1641
5,21,61.0911,38.5736,1700
5,22,60.4784,49.3401,1608
5,23,60.1634,49.293,1608
5,24,60.2285,59.6333,950
5,25,60.4039,59.9829,950
5,26,60.4534,70.5512,837
5,27,61.6305,70.8261,845
5,28,60.1758,81.3587,993
5,29,62.0397,81.186,1040
5,30,60.4655,91.7185,1362
5,31,60.2873,91.5436,1362
5,32,61.835,102.078,1517
5,33,61.4342,102.956,1517
5,34,61.4582,113.549,1589
5,35,60.4376,113.265,1673
5,36,60.8928,124.617,1806
5,37,60.843,124.492,1806
5,38,61.0583,43.8738,956
5,39,61.1065,44.1708,960
5,40,60.6393,55.0222,1506
5,41,61.7996,54.5774,1609
5,42,60.3228,65.4059,300
5,43,60.5193,65.6359,300
5,44,60.858,64.8014,452
5,45,59.4788,75.8393,1034
5,46,61.6346,75.8998,1093
5,47,59.5467,86.9279,1260
5,48,60.7582,87.2683,1171
5,49,59.8961,97.5249,1721
5,50,60.677,97.3833,1774
5,51,60.5487,108.51,1455
5,52,60.5476,108.436,1455
5,53,61.4029,119.5,1484
5,54,61.0833,119.003,1484
5,55,61.0541,3.7322,497
5,56,61.1158,4.40583,413
5,57,60.3628,14.2037,353
5,58,60.6728,14.8694,353
5,59,59.8097,24.7872,1272
5,60,60.8917,25.034,1384
5,61,60.8602,35.9362,1664
5,62,60.3098,36.3285,1641
5,63,60.7936,35.7581,1664
5,64,61.6429,46.597,1301
5,65,60.7869,46.873,1280
5,66,60.8125,57.4592,1225
5,67,61.4455,57.0087,1279
5,68,59.4486,68.3881,605
5,69,60.4443,67.7135,559
5,70,60.8765,78.6658,932
5,71,60.9499,79.1802,923
5,72,60.4045,110.034,1629
5,73,61.1363,110.023,1565
5,74,61.3358,120.542,1657
5,75,60.3854,121.072,1870
5,76,61.7201,5.09378,328
5,77,62.5198,5.54667,292
5,78,61.9181,15.8837,504
5,79,61.3152,16.5149,623
5,80,61.9332,26.6956,1509
5,81,61.679,27.133,1593
5,82,62.2411,37.2997,1821
5,83,62.9492,37.4808,1821
5,84,60.5992,37.9844,1780
5,85,62.3896,48.2894,1567
5,86,61.9677,48.1215,1525
5,87,60.745,59.2471,950
5,88,60.9736,58.8591,1077
5,89,60.899,69.6537,739
5,90,62.2424,69.9563,774
5,91,62.1778,80.6146,967
5,92,61.1793,90.9907,1362
5,93,61.3719,91.2387,1437
5,94,61.7166,102.344,1517
5,95,61.034,112.978,1665
5,96,61.4986,112.804,1665
5,97,61.2353,122.922,1877
5,98,61.0751,8.09259,145
5,99,61.1264,8.4804,145
6,0,62.2469,115.451,1565
6,1,62.1377,11.7209,185
6,2,62.7023,10.9422,152
6,3,62.2297,21.9273,1016
6,4,62.2375,32.7113,2111
6,5,61.7919,32.7425,2025
6,6,62.4463,43.6334,1003
6,7,62.3475,89.7997,1367
6,8,61.5715,89.4647,1258
6,9,61.6649,100.547,1598
6,10,61.2283,111.104,1665
6,11,60.8028,110.513,1629
6,12,61.3966,121.914,1873
6,13,62.4138,120.947,1677
6,14,62.7066,6.54925,190
6,15,61.6499,6.58079,241
6,16,62.2387,17.6532,790
6,17,61.9788,16.7423,623
6,18,60.8339,28.0086,1604
6,19,61.2368,27.8757,1593
6,20,61.2456,38.6563,1700
6,21,62.0332,38.6492,1706
6,22,61.3741,49.2813,1648
6,23,61.0899,49.3381,1648
6,24,61.0135,59.5345,927
6,25,61.3069,59.9196,927
6,26,61.3621,70.5598,845
6,27,62.7775,70.9214,822
6,28,60.9447,81.3913,993
6,29,63.3997,81.2381,1026
6,30,61.1675,91.6058,1437
6,31,61.1707,91.381,1437
6,32,62.9963,101.893,1504
6,33,62.434,103.078,1446
6,34,62.6165,113.449,1523
6,35,61.3978,113.216,1589
6,36,61.8039,124.701,1868
6,37,62.0218,124.519,1948
6,38,62.1168,43.8572,1003
6,39,62.4425,44.183,1095
6,40,61.7598,55.1389,1555
6,41,63.0873,54.6191,1585
6,42,61.3715,65.3423,300
6,43,61.426,65.6812,300
6,44,61.9082,64.7028,366
6,45,60.196,75.7482,1074
6,46,63.0268,75.8159,1121
6,47,60.1762,86.915,1146
6,48,61.6665,87.3142,1236
6,49,60.7184,97.5267,1774
6,50,61.7808,97.4186,1823
6,51,61.5074,108.499,1415
6,52,61.5548,108.426,1415
6,53,62.6473,119.635,1516
6,54,62.2735,118.945,1449
6,55,62.1855,3.71601,448
6,56,62.1664,4.50206,374
6,57,61.1955,14.1859,401
6,58,61.4872,14.9304,401
6,59,60.6616,24.6582,1272
6,60,61.9018,24.9601,1300
6,61,61.8239,35.9368,1591
6,62,61.309,36.3808,1636
6,63,61.6577,35.6809,1591
6,64,62.8679,46.6169,1333
6,65,61.7931,46.9018,1301
6,66,61.7097,57.4031,1279
6,67,62.5725,56.955,1365
6,68,60.2126,68.4672,667
6,69,61.3811,67.6505,614
6,70,61.9733,78.7109,911
6,71,62.0358,79.3167,965
6,72,61.1311,110.082,1565
6,73,62.0481,109.99,1487
6,74,62.2883,120.527,1677
6,75,61.0187,121.134,1873
6,76,62.9277,5.00152,292
6,77,63.7039,5.59783,238
6,78,63.0012,15.8269,566
6,79,62.4281,16.5385,666
6,80,63.171,26.6664,1565
6,81,62.5451,27.2455,1641
6,82,63.4609,37.1974,1616
6,83,64.2897,37.493,1496
6,84,61.2836,38.0317,1700
6,85,63.5897,48.2575,1611
6,86,63.2332,48.0204,1611
6,87,61.5485,59.3268,927
6,88,61.9861,58.8973,1099
6,89,61.7769,69.6566,782
6,90,63.5322,70.0654,784
6,91,63.2238,80.6683,960
6,92,62.0248,90.9542,1432
6,93,62.3982,91.2079,1492
6,94,62.7116,102.458,1443
6,95,61.9178,113.121,1589
6,96,62.5452,112.882,1663
6,97,62.23,122.808,2011
6,98,62.0174,8.03214,145
6,99,62.0987,8.52738,145
7,0,63.2715,115.401,1476
7,1,63.1739,11.746,260
7,2,63.8986,10.7806,162
7,3,63.3096,21.8928,980
7,4,63.3755,32.6291,2088
7,5,62.74,32.7324,2111
7,6,63.3699,43.6738,1112
7,7,63.4802,89.7806,1485
7,8,62.4791,89.522,1367
7,9,62.766,100.531,1568
7,10,62.0944,111.165,1595
7,11,61.7181,110.427,1565
7,12,62.2666,121.956,1900
7,13,63.5474,120.789,1709
7,14,63.8144,6.58259,150
7,15,62.5559,6.61858,190
7,16,63.4212,17.8404,836
7,17,63.0783,16.6974,717
7,18,61.6696,28.0931,1678
7,19,62.1566,27.9067,1641
7,20,62.1464,38.7047,1706
7,21,62.9969,38.7341,1706
7,22,62.2724,49.2265,1679
7,23,61.9648,49.3466,1648
7,24,61.8369,59.4201,927
7,25,62.3075,59.8813,872
7,26,62.2547,70.5561,822
7,27,63.8803,71.0176,818
7,28,61.6811,81.3949,1060
7,29,64.8412,81.313,1009
7,30,61.9196,91.5202,1437
7,31,62.0069,91.2107,1492
7,32,64.1868,101.721,1404
7,33,63.5243,103.205,1350
7,34,63.786,113.34,1457
7,35,62.2585,113.136,1523
7,36,62.6596,124.77,1948
7,37,63.2195,124.499,1984
7,38,63.1816,43.8875,1112
7,39,63.6842,44.2224,1195
7,40,62.7957,55.2786,1510
7,41,64.4229,54.6714,1538
7,42,62.4219,65.2864,329
7,43,62.2942,65.7385,329
7,44,62.8635,64.606,375
7,45,60.9482,75.6899,1074
7,46,64.5014,75.792,1101
7,47,60.7467,86.8856,1146
7,48,62.6102,87.3863,1307
7,49,61.6313,97.5728,1823
7,50,62.9844,97.4403,1805
7,51,62.5469,108.48,1401
7,52,62.5591,108.423,1401
7,53,63.9548,119.842,1579
7,54,63.4428,118.896,1564
7,55,63.2249,3.70505,381
7,56,63.169,4.58005,315
7,57,61.958,14.1958,401
7,58,62.3038,14.953,400
7,59,61.4632,24.4996,1300
7,60,62.8262,24.9199,1348
7,61,62.8693,35.9415,1536
7,62,62.3501,36.4156,1627
7,63,62.5826,35.5619,1536
7,64,64.1555,46.612,1437
7,65,62.73,46.969,1333
7,66,62.6237,57.3216,1222
7,67,63.6127,56.8603,1307
7,68,60.8858,68.5158,667
7,69,62.4109,67.601,602
7,70,63.1403,78.7649,935
7,71,63.0592,79.4332,951
7,72,61.8286,110.121,1565
7,73,62.9185,109.926,1487
7,74,63.209,120.554,1709
7,75,61.5853,121.172,1873
7,76,64.2325,4.87793,215
7,77,64.9636,5.6192,150
7,78,64.1211,15.7732,602
7,79,63.5776,16.5814,717
7,80,64.415,26.6258,1594
7,81,63.3816,27.3831,1664
7,82,64.5945,37.1536,1496
7,83,65.6041,37.5477,1379
7,84,61.9448,38.0696,1700
7,85,64.708,48.264,1643
7,86,64.5665,47.8467,1533
7,87,62.2736,59.3768,872
7,88,62.9046,58.9198,1080
7,89,62.6815,69.6651,774
7,90,64.7858,70.1588,749
7,91,64.315,80.7223,966
7,92,62.9633,90.88,1432
7,93,63.3648,91.2179,1593
7,94,63.7577,102.558,1327
7,95,62.7253,113.229,1523
7,96,63.6333,112.918,1659
7,97,63.1618,122.729,2040
7,98,62.9677,7.96604,145
7,99,62.9789,8.56419,145
8,0,64.3132,115.347,1437
8,1,64.1423,11.7754,327
8,2,65.0408,10.662,200
8,3,64.4388,21.8606,1012
8,4,64.5243,32.5355,2030
8,5,63.6675,32.6991,2088
8,6,64.3578,43.7129,1239
8,7,64.603,89.7416,1608
8,8,63.3864,89.5812,1485
8,9,63.9528,100.542,1529
8,10,62.8885,111.229,1595
8,11,62.7182,110.344,1508
8,12,63.1944,121.962,1843
8,13,64.7092,120.6,1747
8,14,64.9348,6.58855,149
8,15,63.4028,6.67402,150
8,16,64.5254,17.9604,887
8,17,64.1853,16.6897,752
8,18,62.5899,28.1843,1742
8,19,63.0351,27.9015,1664
8,20,63.0531,38.7893,1614
8,21,63.9453,38.7833,1614
8,22,63.196,49.1902,1708
8,23,62.767,49.3534,1679
8,24,62.7396,59.28,872
8,25,63.2539,59.8586,777
8,26,63.0998,70.5569,784
8,27,64.9719,71.1205,787
8,28,62.3905,81.391,1040
8,29,66.2093,81.4093,995
8,30,62.6371,91.4131,1492
8,31,62.8586,91.049,1492
8,32,65.3373,101.531,1357
8,33,64.659,103.337,1347
8,34,64.8581,113.196,1405
8,35,63.079,113.097,1457
8,36,63.4188,124.826,1984
8,37,64.3388,124.493,1941
8,38,64.2994,43.8934,1239
8,39,64.83,44.2433,1273
8,40,63.846,55.4517,1467
8,41,65.6752,54.7107,1520
8,42,63.4746,65.2057,330
8,43,63.1594,65.7875,330
8,44,63.8845,64.5046,353
8,45,61.6417,75.6607,1093
8,46,66.0556,75.7055,1031
8,47,61.228,86.8677,1172
8,48,63.5416,87.444,1412
8,49,62.4886,97.5941,1805
8,50,64.1682,97.4398,1713
8,51,63.6755,108.458,1401
8,52,63.5928,108.44,1401
8,53,65.1759,119.994,1726
8,54,64.6453,118.862,1670
8,55,64.3304,3.73791,299
8,56,64.1485,4.62949,215
8,57,62.7904,14.2347,400
8,58,63.0738,14.9414,473
